file_name,links,data_path,audio_path
RFA_གོང་ས་མཆོག_1017,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-inaugurated-new-prayer-hall-of-tashi-lhunpo-manastery-12222015101408.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1048,https://www.rfa.org/tibetan/dalai-lama/hhdl-tells-parents-to-speak-tibetan-with-kids-10042015131550.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1018,https://www.rfa.org/tibetan/dalai-lama/3rd-day-of-lamrim-teaching-at-tashi-lhunpo-12222015095917.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1049,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-speech-to-tibetan-community-in-minnesota-10012015114617.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1019,https://www.rfa.org/tibetan/dalai-lama/hhdl-observed-sera-jey-exhibition-12202015111707.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_105,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-said-bodhichitta-gives-rise-to-peace-of-mind-09282023120548.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_102,https://www.rfa.org/tibetan/sargyur/dalai-lama-10042023150457.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1050,https://www.rfa.org/tibetan/dalai-lama/tibetan-struggle-base-on-culture-09242015111243.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1020,https://www.rfa.org/tibetan/dalai-lama/hhdl-begins-lamrim-teaching-at-tashi-lhunpo-12202015105817.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1051,https://www.rfa.org/tibetan/dalai-lama/his-holiness-in-london-09232015150306.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1021,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-inaugurated-new-prayer-hall-of-tashi-lhunpo-monastery-south-india-12192015131452.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1052,https://www.rfa.org/tibetan/dalai-lama/growing-wisdom-changing-people-09182015140713.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1022,https://www.rfa.org/tibetan/dalai-lama/mind-and-life-12182015153728.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1053,https://www.rfa.org/tibetan/dalai-lama/hhdl-london-events-09172015104333.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1023,https://www.rfa.org/tibetan/dalai-lama/mind-and-life-12162015143754.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1034,https://www.rfa.org/tibetan/dalai-lama/hhdl-opens-gadhen-trithok-khang-in-mundgod-12082015133550.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1054,https://www.rfa.org/tibetan/dalai-lama/hhdl-se-asian-teaching-09132015104049.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1035,https://www.rfa.org/tibetan/dalai-lama/his-holiness-awarded-2015-liberty-award-12062015112112.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1055,https://www.rfa.org/tibetan/dalai-lama/hhdl-concludes-southeast-asian-teaching-09102015121936.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1036,https://www.rfa.org/tibetan/dalai-lama/science-and-buddhism-11162015095829.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1504,https://www.rfa.org/tibetan/dalai-lama/hh-dalai-lama-concluded-4-day-teaching-at-dharamsala-06042013124930.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1056,https://www.rfa.org/tibetan/dalai-lama/his-holiness-teaching-in-dharamsala-09082015131923.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1057,https://www.rfa.org/tibetan/dalai-lama/kalachakra-postponed-08312015114538.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1058,https://www.rfa.org/tibetan/dalai-lama/his-holiness-birthday-in-swiss-08102015141100.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1059,https://www.rfa.org/tibetan/dalai-lama/dear-dalai-lama-letter-compilation-08062015112835.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_106,https://www.rfa.org/tibetan/dalai-lama/jan-andersson-09272023131924.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1060,https://www.rfa.org/tibetan/dalai-lama/long-life-offering-to-his-holiness-07232015152320.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1061,https://www.rfa.org/tibetan/dalai-lama/hhdl-explained-choekhor-duechen-07212015110859.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1062,https://www.rfa.org/tibetan/dalai-lama/weisbaden-received-his-holiness-the-dalai-lama-with-great-honor-on-july-12th-07182015114328.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1063,https://www.rfa.org/tibetan/dalai-lama/his-holiness-birthday-in-new-york-07162015112718.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1064,https://www.rfa.org/tibetan/dalai-lama/his-holiness-back-to-dharamsala-07152015150643.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1065,https://www.rfa.org/tibetan/dalai-lama/his-holiness-address-to-nata-07152015111038.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1066,https://www.rfa.org/tibetan/dalai-lama/hhdl-public-audience-in-la-07122015120844.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1067,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-concludes-10-day-usa-visit-and-departs-for-germany-07112015111317.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1068,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-teaching-in-new-york-2015-07102015112356.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1069,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-commits-to-work-for-humanity-until-last-breath-07072015100058.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_107,https://www.rfa.org/tibetan/sargyur/dalai-lama-speech-09262023152037.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1070,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-07062015135852.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1071,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-meets-george-w-bush-07042015151424.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1072,https://www.rfa.org/tibetan/dalai-lama/dalai-lama-london-07032015123306.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1073,https://www.rfa.org/tibetan/dalai-lama/1st-gelug-conference-06282015105244.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1074,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-says-religious-harmony-is-important-06262015141021.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1075,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-departs-dharamsala-for-england-and-usa-06262015093516.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1076,https://www.rfa.org/tibetan/dalai-lama/aborigins-need-help-06252015141554.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1077,https://www.rfa.org/tibetan/dalai-lama/documentary-film-about-life-of-himachal-pardesh-chief-minister-06252015112746.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1078,https://www.rfa.org/tibetan/dalai-lama/chinese-interaction-with-his-holiness-06242015094457.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1079,https://www.rfa.org/tibetan/dalai-lama/hhdl-public-address-on-gyaton-celebration-06232015142514.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_108,https://www.rfa.org/tibetan/sargyur/bharat-tibbat-sangh-09252023141303.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1080,https://www.rfa.org/tibetan/dalai-lama/his-holiness-80th-birthday-06232015110014.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1081,https://www.rfa.org/tibetan/dalai-lama/his-holiness-concludes-australia-visit-06172015093040.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1082,https://www.rfa.org/tibetan/dalai-lama/providing-moral-advice-06152015121349.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1083,https://www.rfa.org/tibetan/dalai-lama/special-audience-for-tibetans-in-australia-06152015112148.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1084,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-meets-with-uluru-traditional-owners-australia-06132015111633.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1085,https://www.rfa.org/tibetan/dalai-lama/hhdl-events-in-australia-2015-06112015140828.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1086,https://www.rfa.org/tibetan/dalai-lama/happiness-and-source-of-happiness-06102015135547.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1087,https://www.rfa.org/tibetan/dalai-lama/his-holiness-concludes-blue-mountain-visit-06092015111627.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1088,https://www.rfa.org/tibetan/dalai-lama/be-compassionate-for-all-06082015092851.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1089,https://www.rfa.org/tibetan/dalai-lama/hhdl-addressed-devotees-in-australia-06072015132852.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_109,https://www.rfa.org/tibetan/sargyur/dalai-lama-to-inaugurate-khamgar-druk-dharmakara-college-at-tashi-jong-tibetan-settlement-09232023110318.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1090,https://www.rfa.org/tibetan/dalai-lama/tcv-offered-tenshuk-06072015110247.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1091,https://www.rfa.org/tibetan/dalai-lama/hh-the-dalai-lama-second-day-in-australia-06052015092129.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1092,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-concluded-teaching-in-upper-tcv-2015-06022015114356.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1093,https://www.rfa.org/tibetan/dalai-lama/hhdl-teaching-for-tcv-studends-05312015095957.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1094,https://www.rfa.org/tibetan/dalai-lama/dzongkar-choede-offers-long-life-prayer-to-his-holiness-the-dalai-lama-05302015120221.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1095,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-concluded-three-day-teaching-at-uppter-tcv-05292015094523.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1096,https://www.rfa.org/tibetan/dalai-lama/introduction-to-tibetan-buddhism-05272015121543.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1097,https://www.rfa.org/tibetan/dalai-lama/practicing-buddhist-philosophy-05262015131716.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1098,https://www.rfa.org/tibetan/dalai-lama/his-holiness-presides-over-special-prayer-05202015121857.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1099,https://www.rfa.org/tibetan/dalai-lama/hhdl-gives-guidance-to-middle-way-meeting-attends-05182015151218.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_11,https://www.rfa.org/tibetan/dalai-lama/dalai-lama-us-surgery-07122024120700.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_110,https://www.rfa.org/tibetan/sargyur/dalai-lama-sikkim-09212023154827.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1100,https://www.rfa.org/tibetan/dalai-lama/four-days-teaching-concludes-05132015110948.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1101,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-bestows-buddhist-empowerment-at-gyuto-tantric-college-05122015115320.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1102,https://www.rfa.org/tibetan/dalai-lama/hhdl-gives-guhyasamaja-initiation-05112015105443.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1103,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-inaugurates-mobile-app-in-shri-balaji-hospital-05092015103627.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1104,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-and-tutu-at-upper-tcv-04252015141110.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1105,https://www.rfa.org/tibetan/dalai-lama/80th-birthday-celebration-of-his-holiness-the-dalai-lama-04242015153601.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1106,https://www.rfa.org/tibetan/dalai-lama/his-holiness-audiance-to-tibetans-and-chinese-04202015092533.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1107,https://www.rfa.org/tibetan/dalai-lama/arch-bishop-tutu-arrives-in-dharamsala-04192015114634.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1108,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-concluded-japan-visit-04142015144602.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1109,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-in-japan-04142015111207.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_111,https://www.rfa.org/tibetan/sargyur/dalai-lama-speech-09202023115519.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1110,https://www.rfa.org/tibetan/dalai-lama/his-holiness-the-dalai-lama-talks-on-universal-responsibility-in-japan-04102015102917.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
RFA_གོང་ས་མཆོག_1111,https://www.rfa.org/tibetan/dalai-lama/his-holiness-left-for-japan-04012015095800.html,./data/གོང་ས་མཆོག/,./data/audio/གོང་ས་མཆོག/
